CustomerID,Gender,Age,City,MembershipType,TotalSpend,ItemsPurchased,AvgRating,DiscountApplied,DaysSinceLastPurchase,SatisfactionLevel,Cluster,Churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
313,Male,30,San Francisco,Gold,1450.5,20,4.8,False,12,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
314,Male,27,Miami,Silver,690.4,13,4.1,True,52,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
315,Female,37,Houston,Bronze,420.8,7,3.4,False,24,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
316,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
317,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
318,Female,41,Chicago,Bronze,480.25,9,3.6,True,39,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
319,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
320,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
321,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
322,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
323,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,Regular Customer,0,4,2,3,9,Regular Customer
324,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
325,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
326,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
327,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
328,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
329,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
330,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
331,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
332,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
333,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
334,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
335,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
336,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,Low-Engagement Customer,1,2,1,2,5,At Risk Customer
337,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
338,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
339,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
340,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,Regular Customer,0,3,3,3,9,Regular Customer
341,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
342,Female,43,Chicago,Bronze,525.75,9,3.3,True,40,Unsatisfied,Low-Engagement Customer,1,1,1,2,4,Lost / Inactive Customer
343,Male,30,San Francisco,Gold,1460.5,20,4.8,False,11,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
344,Male,27,Miami,Silver,720.4,13,4.0,True,55,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
345,Female,37,Houston,Bronze,440.8,7,3.2,False,25,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
346,Female,31,New York,Gold,1150.6,15,4.5,True,28,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
347,Male,35,Los Angeles,Silver,830.9,12,4.3,False,14,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
348,Female,41,Chicago,Bronze,490.25,9,3.6,True,40,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
349,Male,28,San Francisco,Gold,1480.1,21,4.9,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
350,Male,32,Miami,Silver,690.3,10,3.8,True,34,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
351,Female,36,Houston,Bronze,480.5,8,3.1,False,20,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
352,Female,30,New York,Gold,1170.8,16,4.7,True,21,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
353,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,Regular Customer,0,4,2,3,9,Regular Customer
354,Female,43,Chicago,Bronze,510.75,10,3.3,True,41,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
355,Male,30,San Francisco,Gold,1440.5,19,4.6,False,12,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
356,Male,27,Miami,Silver,700.4,13,4.1,True,56,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
357,Female,37,Houston,Bronze,410.8,7,3.4,False,26,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
358,Female,31,New York,Gold,1160.6,15,4.5,True,29,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
359,Male,35,Los Angeles,Silver,810.9,12,4.3,False,14,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
360,Female,41,Chicago,Bronze,495.25,9,3.6,True,41,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
361,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
362,Male,32,Miami,Silver,660.3,10,3.8,True,35,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
363,Female,36,Houston,Bronze,430.5,8,3.1,False,21,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
364,Female,30,New York,Gold,1200.8,16,4.7,True,22,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
365,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
366,Female,43,Chicago,Bronze,505.75,10,3.3,True,42,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
367,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
368,Male,27,Miami,Silver,710.4,13,4.1,True,57,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
369,Female,37,Houston,Bronze,450.8,7,3.4,False,24,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
370,Female,31,New York,Gold,1140.6,15,4.5,True,30,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
371,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,Regular Customer,0,3,3,3,9,Regular Customer
372,Female,41,Chicago,Bronze,475.25,9,3.6,True,42,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
373,Male,28,San Francisco,Gold,1480.1,21,4.9,False,11,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
374,Male,32,Miami,Silver,660.3,10,3.8,True,36,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
375,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
376,Female,30,New York,Gold,1190.8,16,4.5,True,23,Satisfied,Regular Customer,0,3,4,4,11,VIP / Loyal Customer
377,Male,33,Los Angeles,Silver,770.2,11,4.2,False,18,Neutral,Regular Customer,0,3,2,2,7,Regular Customer
378,Female,43,Chicago,Bronze,515.75,10,3.3,True,43,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
379,Male,30,San Francisco,Gold,1450.5,19,4.6,False,12,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
380,Male,27,Miami,Silver,710.4,13,4.1,True,58,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
381,Female,37,Houston,Bronze,430.8,7,3.4,False,27,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
382,Female,31,New York,Gold,1160.6,15,4.5,True,31,Satisfied,Regular Customer,0,2,3,3,8,Regular Customer
383,Male,35,Los Angeles,Silver,820.9,12,4.3,False,15,Neutral,Regular Customer,0,4,3,3,10,VIP / Loyal Customer
384,Female,41,Chicago,Bronze,495.25,9,3.6,True,43,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
385,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
386,Male,32,Miami,Silver,660.3,10,3.8,True,37,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
387,Female,36,Houston,Bronze,440.5,8,3.1,False,23,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
388,Female,30,New York,Gold,1200.8,16,4.7,True,24,Satisfied,Regular Customer,0,2,4,4,10,VIP / Loyal Customer
389,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
390,Female,43,Chicago,Bronze,505.75,10,3.3,True,44,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
391,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
392,Male,27,Miami,Silver,710.4,13,4.1,True,59,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
393,Female,37,Houston,Bronze,450.8,7,3.4,False,28,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
394,Female,31,New York,Gold,1140.6,15,4.5,True,32,Satisfied,Regular Customer,0,2,4,3,9,Regular Customer
395,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,Regular Customer,0,3,3,3,9,Regular Customer
396,Female,41,Chicago,Bronze,475.25,9,3.6,True,44,Unsatisfied,Low-Engagement Customer,1,1,1,1,3,Lost / Inactive Customer
397,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
398,Male,32,Miami,Silver,660.3,10,3.8,True,38,Unsatisfied,Low-Engagement Customer,1,2,2,2,6,At Risk Customer
399,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral,High-Value Customer,0,3,1,1,5,At Risk Customer
400,Female,30,New York,Gold,1190.8,16,4.5,True,25,Satisfied,Regular Customer,0,2,4,4,10,VIP / Loyal Customer
401,Male,33,Los Angeles,Silver,800.2,11,4.1,False,18,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
402,Female,43,Chicago,Bronze,515.75,10,3.3,True,45,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
403,Male,30,San Francisco,Gold,1450.5,19,4.6,False,13,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
404,Male,27,Miami,Silver,710.4,13,4.1,True,60,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
405,Female,37,Houston,Bronze,430.8,7,3.4,False,29,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
406,Female,31,New York,Gold,1160.6,15,4.5,True,33,Satisfied,Regular Customer,0,2,4,3,9,Regular Customer
407,Male,35,Los Angeles,Silver,820.9,12,4.3,False,16,Neutral,Regular Customer,0,3,3,3,9,Regular Customer
408,Female,41,Chicago,Bronze,495.25,9,3.6,True,45,Unsatisfied,Low-Engagement Customer,1,1,2,1,4,Lost / Inactive Customer
409,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
410,Male,32,Miami,Silver,660.3,10,3.8,True,39,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
411,Female,36,Houston,Bronze,440.5,8,3.1,False,24,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
412,Female,30,New York,Gold,1200.8,16,4.7,True,25,Satisfied,Regular Customer,0,2,4,4,10,VIP / Loyal Customer
413,Male,34,Los Angeles,Silver,780.2,11,4.1,False,17,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
414,Female,43,Chicago,Bronze,505.75,10,3.3,True,46,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
415,Male,30,San Francisco,Gold,1460.5,20,4.8,False,14,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
416,Male,27,Miami,Silver,710.4,13,4.1,True,61,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
417,Female,37,Houston,Bronze,450.8,7,3.4,False,30,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
418,Female,31,New York,Gold,1140.6,15,4.5,True,34,Satisfied,Regular Customer,0,2,4,3,9,Regular Customer
419,Male,35,Los Angeles,Silver,800.9,12,4.1,False,19,Neutral,Regular Customer,0,3,3,3,9,Regular Customer
420,Female,41,Chicago,Bronze,475.25,9,3.6,True,46,Unsatisfied,Low-Engagement Customer,1,1,2,1,4,Lost / Inactive Customer
421,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
422,Male,32,Miami,Silver,660.3,10,3.8,True,40,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
423,Female,36,Houston,Bronze,470.5,8,3.0,False,26,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
424,Female,30,New York,Gold,1190.8,16,4.5,True,27,Satisfied,Regular Customer,0,2,4,4,10,VIP / Loyal Customer
425,Male,34,Los Angeles,Silver,780.2,11,4.2,False,18,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
426,Female,43,Chicago,Bronze,515.75,10,3.3,True,47,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
427,Male,30,San Francisco,Gold,1450.5,19,4.6,False,14,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
428,Male,27,Miami,Silver,710.4,13,4.1,True,62,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
429,Female,37,Houston,Bronze,430.8,7,3.4,False,31,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
430,Female,31,New York,Gold,1160.6,15,4.5,True,35,Satisfied,Regular Customer,0,2,4,3,9,Regular Customer
431,Male,35,Los Angeles,Silver,820.9,12,4.3,False,20,Neutral,Regular Customer,0,3,3,3,9,Regular Customer
432,Female,41,Chicago,Bronze,495.25,9,3.6,True,47,Unsatisfied,Low-Engagement Customer,1,1,2,1,4,Lost / Inactive Customer
433,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
434,Male,32,Miami,Silver,660.3,10,3.8,True,41,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
435,Female,36,Houston,Bronze,440.5,8,3.1,False,28,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
436,Female,30,New York,Gold,1200.8,16,4.7,True,28,Satisfied,Regular Customer,0,2,4,4,10,VIP / Loyal Customer
437,Male,34,Los Angeles,Silver,780.2,11,4.1,False,19,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
438,Female,43,Chicago,Bronze,505.75,10,3.3,True,48,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
439,Male,30,San Francisco,Gold,1460.5,20,4.8,False,15,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
440,Male,27,Miami,Silver,710.4,13,4.1,True,63,Unsatisfied,Low-Engagement Customer,1,1,3,2,6,At Risk Customer
441,Female,37,Houston,Bronze,450.8,7,3.4,False,32,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
442,Female,31,New York,Gold,1140.6,15,4.5,True,36,Satisfied,Regular Customer,0,2,4,3,9,Regular Customer
443,Male,35,Los Angeles,Silver,800.9,12,4.1,False,20,Neutral,Regular Customer,0,3,3,3,9,Regular Customer
444,Female,41,Chicago,Bronze,475.25,9,3.6,True,48,Unsatisfied,Low-Engagement Customer,1,1,2,1,4,Lost / Inactive Customer
445,Male,28,San Francisco,Gold,1480.1,21,4.9,False,13,Satisfied,Regular Customer,0,4,4,4,12,VIP / Loyal Customer
446,Male,32,Miami,Silver,660.3,10,3.8,True,42,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
447,Female,36,Houston,Bronze,470.5,8,3.0,False,27,Neutral,High-Value Customer,0,2,1,1,4,Lost / Inactive Customer
448,Female,30,New York,Gold,1190.8,16,4.5,True,28,Satisfied,Regular Customer,0,2,4,4,10,VIP / Loyal Customer
449,Male,34,Los Angeles,Silver,780.2,11,4.2,False,21,Neutral,Regular Customer,0,3,2,3,8,Regular Customer
450,Female,43,Chicago,Bronze,515.75,10,3.3,True,49,Unsatisfied,Low-Engagement Customer,1,1,2,2,5,At Risk Customer
